issue_date,pet_name,species,breed
2024-12-21,Nugget,Cat,Domestic Medium Hair
2024-12-21,Ember,Cat,American Shorthair
2024-12-21,Brandy,Cat,Domestic Shorthair
2024-12-21,Luma,Cat,Domestic Shorthair
2024-12-21,Burt,Cat,Domestic Shorthair
2024-12-21,Mama Noche,Cat,Domestic Shorthair
2024-12-21,Fig,Cat,Domestic Shorthair
2024-12-21,Mocha,Cat,Domestic Shorthair
2024-12-21,Boba,Cat,Domestic Shorthair
2024-12-21,Peach,Cat,Domestic Shorthair
2024-12-22,Jasper,Cat,Bengal
2024-12-22,Rand al'Thor,Cat,Domestic Longhair
2024-12-22,Millie,Cat,Domestic Shorthair
2024-12-22,Ruth,Cat,Domestic Shorthair
2024-12-22,Marty,Cat,Domestic Shorthair
2024-12-22,Sasquatch,Cat,American Shorthair
2024-12-22,Chupacabra,Cat,American Shorthair
2024-12-22,Poppy,Cat,American Shorthair
2024-12-22,Duncan,Cat,American Shorthair
2024-12-22,Nano,Cat,Domestic Shorthair
2024-12-22,Pico,Cat,Domestic Shorthair
2024-12-22,Maxwell,Cat,American Shorthair
2024-12-22,Tycho,Cat,American Shorthair
2024-12-22,Brie,Cat,Domestic Medium Hair
2024-12-22,Adeline,Cat,Domestic Shorthair
2024-12-22,Poppy,Cat,Domestic Shorthair
2024-12-22,Luly,Cat,Domestic Shorthair
2024-12-22,Ziggy,Cat,Domestic Shorthair
2024-12-22,Rita Hayworth,Cat,Domestic Shorthair
2024-12-22,Rupert,Cat,Domestic Shorthair
2024-12-22,Backpack,Cat,Domestic Shorthair
2024-12-22,Jack,Cat,Domestic Shorthair
2024-12-22,Simon,Cat,Domestic Medium Hair
2024-12-22,Petunia,Cat,Domestic Shorthair
2024-12-22,Suzie,Cat,Domestic Shorthair
2024-12-23,Batilde,Cat,Domestic Shorthair
2024-12-23,Opal,Cat,Domestic Shorthair
2024-12-23,Kylar,Cat,American Shorthair
2024-12-23,Kiki,Cat,American Shorthair
2024-12-23,Mimi,Cat,Ragdoll
2024-12-23,Bear,Cat,Domestic Shorthair
2024-12-23,Nutmeg,Cat,Domestic Shorthair
2024-12-23,Reggie,Cat,Domestic Medium Hair
2024-12-23,Fiona,Cat,Domestic Medium Hair
2024-12-23,T'Angelo Cattington III,Cat,Domestic Shorthair
2024-12-23,Frank Zappacat,Cat,Domestic Shorthair
2024-12-23,Frank,Cat,Domestic Shorthair
2024-12-23,Lightning,Cat,Domestic Longhair
2024-12-23,Tapatio,Cat,Siamese
2024-12-23,Habibi,Cat,Domestic Shorthair
2024-12-23,CC,Cat,Domestic Shorthair
2024-12-23,Coulee,Cat,Domestic Shorthair
2024-12-23,Benny,Cat,American Shorthair
2024-12-23,Max,Cat,Domestic Shorthair
2024-12-23,Mina,Cat,Siamese
2024-12-23,Grace,Cat,Domestic Shorthair
2024-12-23,Aldous,Cat,Domestic Shorthair
2024-12-23,Oakley,Cat,Domestic Shorthair
2024-12-23,June,Cat,Domestic Shorthair
2024-12-23,Langford,Cat,Mix
2024-12-23,Titan,Cat,Domestic Shorthair
2024-12-23,Iapetus,Cat,Domestic Shorthair
2024-12-23,Kenny,Cat,Mix
2024-12-23,Onyx,Cat,Domestic Medium Hair
2024-12-23,Chalie,Cat,American Shorthair
2024-12-23,Ranger,Cat,Domestic Shorthair
2024-12-23,Jiji,Cat,Domestic Shorthair
2024-12-23,Kiki,Cat,Domestic Shorthair
2024-12-23,Barbunya,Cat,Domestic Shorthair
2024-12-23,Babar,Cat,Domestic Shorthair
2024-12-24,Dean,Cat,Domestic Shorthair
2024-12-24,Jimmy,Cat,Domestic Shorthair
2024-12-24,Nyan,Cat,Domestic Shorthair
2024-12-24,Prudence,Cat,Domestic Shorthair
2024-12-24,Buzz,Cat,Domestic Shorthair
2024-12-24,Bennet,Cat,American Shorthair
2024-12-24,Sokka,Cat,American Shorthair
2024-12-24,Bertie,Cat,Domestic Shorthair
2024-12-24,Jewel,Cat,Domestic Shorthair
2024-12-24,Pickles,Cat,Mix
2024-12-24,Lemmy,Cat,Domestic Shorthair
2024-12-24,Kitty,Cat,Domestic Shorthair
2024-12-24,Mr. Tibbs,Cat,Domestic Shorthair
2024-12-24,Tabitha,Cat,Domestic Medium Hair
2024-12-24,Frankie Valli,Cat,Domestic Shorthair
2024-12-24,Rocío,Cat,Domestic Shorthair
2024-12-24,Marco,Cat,Domestic Medium Hair
2024-12-24,Buddy,Cat,Domestic Shorthair
2024-12-24,Cali,Cat,Domestic Shorthair
2024-12-24,Furiosa,Cat,American Shorthair
2024-12-24,Piper,Cat,Domestic Shorthair
2024-12-24,Buster,Cat,Domestic Shorthair
2024-12-24,Leia,Cat,Siberian
2024-12-24,Nikalo,Cat,Russian Blue
2024-12-24,Kitty,Cat,Turkish Angora
2024-12-25,Anya,Cat,Turkish Van
2024-12-25,Winter,Cat,Domestic Shorthair
2024-12-25,Daji,Cat,Domestic Shorthair
2024-12-25,Bebop,Cat,American Shorthair
2024-12-25,Jerome,Cat,American Shorthair
2024-12-25,Dumbledore,Cat,American Shorthair
2024-12-25,Link,Cat,Domestic Shorthair
2024-12-25,Nicholas,Cat,Domestic Shorthair
2024-12-25,Molly Moon,Cat,Domestic Shorthair
2024-12-25,Beans,Cat,Domestic Shorthair
2024-12-26,Dawn King Nino,Cat,American Shorthair
2024-12-26,Sirius,Cat,Domestic Medium Hair
2024-12-26,Nakia Powell,Cat,American Shorthair
2024-12-26,Pauna Banks,Cat,American Shorthair
2024-12-26,Calypso,Cat,Domestic Medium Hair
2024-12-26,Herman,Cat,Domestic Shorthair
2024-12-26,Hoji,Cat,Domestic Longhair
2024-12-26,Mochi,Cat,Domestic Medium Hair
2024-12-26,Jeter Jet,Cat,Bengal
2024-12-26,Big Tuna,Cat,Domestic Shorthair
2024-12-26,Fry,Cat,Domestic Shorthair
2024-12-26,Kaylee,Cat,Domestic Shorthair
2024-12-26,Sammy,Cat,Domestic Medium Hair
2024-12-26,Lucille,Cat,Domestic Shorthair
2024-12-26,Francine,Cat,Domestic Longhair
2024-12-26,Peony,Cat,Domestic Shorthair
2024-12-26,Ren,Cat,Domestic Shorthair
2024-12-26,Mufasa,Cat,Siamese
2024-12-26,Milo,Cat,Domestic Shorthair
2024-12-26,Remy,Cat,Domestic Shorthair
2024-12-26,Baker,Cat,Domestic Longhair
2024-12-26,Goomba,Cat,Domestic Shorthair
2024-12-26,Yoshi,Cat,Domestic Shorthair
2024-12-26,Mollee,Cat,Domestic Longhair
2024-12-26,Zoe,Cat,Domestic Shorthair
2024-12-26,Ari,Cat,Domestic Shorthair
2024-12-26,Nova,Cat,Domestic Shorthair
2024-12-26,Bennie,Cat,Domestic Shorthair
2024-12-26,Arya,Cat,Domestic Shorthair
2024-12-26,Kemba,Cat,Domestic Shorthair
2024-12-26,Piccolo,Cat,Domestic Shorthair
2024-12-26,Holly,Cat,Domestic Shorthair
2024-12-27,Tangerine,Cat,Tiffany
2024-12-27,Mila,Cat,Domestic Shorthair
2024-12-27,Della,Cat,Domestic Medium Hair
2024-12-27,Zana,Cat,Domestic Shorthair
2024-12-27,Curly,Cat,Domestic Medium Hair
2024-12-27,Abby,Cat,Domestic Medium Hair
2024-12-27,Pico,Cat,Domestic Medium Hair
2024-12-27,Xena,Cat,Bengal
2024-12-27,Mateo,Cat,Domestic Shorthair
2024-12-27,Maggie,Cat,Domestic Shorthair
2024-12-27,Moose,Cat,Domestic Shorthair
2024-12-27,Louie,Cat,American Shorthair
2024-12-27,Vinnie,Cat,American Shorthair
2024-12-27,Skyler,Cat,Domestic Shorthair
2024-12-27,Mango,Cat,Mix
2024-12-27,Mica,Cat,Domestic Shorthair
2024-12-27,Chloe,Cat,Maine Coon
2024-12-27,Molly,Cat,Maine Coon
2024-12-27,Mymble,Cat,Domestic Shorthair
2024-12-27,Phoebe,Cat,American Shorthair
2024-12-27,Thalia,Cat,American Shorthair
2024-12-27,Fredric,Cat,Domestic Shorthair
2024-12-27,Katia,Cat,Birman
2024-12-27,Rosie,Cat,American Shorthair
2024-12-27,Tsuki,Cat,Domestic Shorthair
2024-12-27,Nyssa,Cat,Snowshoe
2024-12-27,Tegan,Cat,Siamese
2024-12-27,Nin,Cat,Domestic Shorthair
2024-12-27,Jin,Cat,Domestic Shorthair
2024-12-28,Nala,Cat,Domestic Medium Hair
2024-12-28,Pop,Cat,Domestic Shorthair
2024-12-28,Porcini,Cat,Domestic Shorthair
2024-12-28,Chanterelle,Cat,Domestic Shorthair
2024-12-28,Tiger,Cat,Domestic Shorthair
2024-12-28,Tortilla,Cat,Domestic Shorthair
2024-12-28,Precious,Cat,Domestic Shorthair
2024-12-28,Wilma Jean,Cat,Mix
2024-12-28,Sorella,Cat,Domestic Shorthair
2024-12-28,Cilantro,Cat,Domestic Shorthair
2024-12-28,Cleo,Cat,Domestic Shorthair
2024-12-28,Baxter,Cat,Domestic Shorthair
2024-12-29,Stella Luna,Cat,American Shorthair
2024-12-29,Stewie,Cat,Persian
2024-12-29,Li'l Lady,Cat,Domestic Shorthair
2024-12-29,Li'l Man,Cat,Domestic Shorthair
2024-12-29,Ruthie,Cat,Domestic Medium Hair
2024-12-29,Maeve,Cat,American Shorthair
2024-12-29,Simba,Cat,Domestic Longhair
2024-12-29,Mufasa,Cat,Domestic Shorthair
2024-12-29,Oliver,Cat,Domestic Shorthair
2024-12-29,Twist,Cat,Domestic Shorthair
2024-12-29,Casper,Cat,Domestic Shorthair
2024-12-29,Haole Girl,Cat,Domestic Shorthair
2024-12-29,Ivy,Cat,Domestic Longhair
2024-12-29,Windee Weathers,Cat,Siamese
2024-12-29,Paddington,Cat,Ragdoll
2024-12-29,Pibb,Cat,Domestic Shorthair
2024-12-29,Pepsi,Cat,Domestic Shorthair
2024-12-29,Guy Noir,Cat,Domestic Shorthair
2024-12-29,Percy,Cat,American Shorthair
2024-12-29,Tsarmina,Cat,Domestic Longhair
2024-12-29,Dove,Cat,Domestic Medium Hair
2024-12-29,Goose,Cat,Domestic Medium Hair
2024-12-29,Gracie,Cat,Domestic Medium Hair
2024-12-30,Arwen,Cat,Domestic Shorthair
2024-12-30,Giannis,Cat,Mix
2024-12-30,Yumi,Cat,Domestic Shorthair
2024-12-30,Lizzie,Cat,Domestic Shorthair
2024-12-30,Beerus,Cat,Domestic Shorthair
2024-12-30,Mochi,Cat,Domestic Shorthair
2024-12-30,Donatello,Cat,Siamese
2024-12-30,Freya,Cat,Siberian
2024-12-30,Squid,Cat,Domestic Medium Hair
2024-12-30,Noche,Cat,Domestic Shorthair
2024-12-30,Orion,Cat,Domestic Longhair
2024-12-30,Morry,Cat,American Shorthair
2024-12-30,Celestina,Cat,Domestic Longhair
2024-12-30,Tilda,Cat,Turkish Angora
2024-12-30,Sally Jo,Cat,Domestic Shorthair
2024-12-30,Edgar,Cat,Domestic Shorthair
2024-12-30,Agatha,Cat,Domestic Shorthair
2024-12-30,Charki,Cat,Domestic Shorthair
2024-12-30,Bumi,Cat,Domestic Shorthair
2024-12-30,Buster,Cat,Domestic Shorthair
2024-12-30,Pluma,Cat,Domestic Shorthair
2024-12-30,Jimmy,Cat,Domestic Shorthair
2024-12-30,Brady,Cat,Manx
2024-12-30,Eeyore,Cat,Domestic Shorthair
2024-12-31,Cricket,Cat,Domestic Medium Hair
2024-12-31,Scamp,Cat,Cornish Rex
2024-12-31,Trilly,Cat,Domestic Shorthair
2024-12-31,Juan,Cat,Domestic Shorthair
2024-12-31,Tabasco,Cat,Domestic Shorthair
2024-12-31,Twiggy,Cat,Domestic Medium Hair
2024-12-31,Daema,Cat,Siamese
2024-12-31,Nora,Cat,Domestic Shorthair
2024-12-31,Watson,Cat,Domestic Shorthair
2024-12-31,Lacey,Cat,Domestic Shorthair
2024-12-31,Gracie,Cat,Domestic Shorthair
2024-12-31,Oona,Cat,Russian Blue
2024-12-31,Jasper,Cat,Maine Coon
2024-12-31,Kirk,Cat,Domestic Shorthair
2024-12-31,Spock,Cat,Domestic Shorthair
2024-12-31,Louie,Cat,Domestic Shorthair
2024-12-31,Minx E Pinklefish,Cat,Domestic Shorthair
2024-12-31,Luna,Cat,Domestic Shorthair
2024-12-31,Peaches,Cat,Domestic Longhair
2024-12-31,Keko,Cat,American Shorthair
2024-12-31,Lasagna,Cat,American Shorthair
2024-12-31,Junebug,Cat,Domestic Shorthair
2024-12-31,Maneki,Cat,Domestic Shorthair
2024-12-31,Prudence,Cat,Domestic Shorthair
2024-12-31,Saul,Cat,Domestic Shorthair
2024-12-31,Cricket,Cat,Domestic Shorthair
2024-12-31,Bombay,Cat,American Shorthair
2024-12-31,Elvira,Cat,Domestic Shorthair
2024-12-31,Renesmee,Cat,Domestic Shorthair
2024-12-31,Petunia,Cat,American Shorthair
2024-12-31,Jo,Cat,Domestic Medium Hair
2024-12-31,Django,Cat,Domestic Medium Hair
2024-12-31,Romeo,Cat,Domestic Shorthair
2025-01-01,Teagen,Cat,Mix
2025-01-01,Twyla,Cat,Siberian
2025-01-01,Paul Hollywood,Cat,Domestic Shorthair
2025-01-01,Wren,Cat,Domestic Shorthair
2025-01-01,Finley,Cat,Domestic Shorthair
2025-01-01,Scout,Cat,Domestic Shorthair
2025-01-01,Meowschka,Cat,Domestic Shorthair
2025-01-01,Barbara,Cat,American Shorthair
2025-01-01,Toast,Cat,Mix
2025-01-01,Cosmo,Cat,American Shorthair
2025-01-01,Milo,Cat,American Shorthair
2025-01-01,Monty,Cat,Domestic Medium Hair
2025-01-01,George,Cat,Domestic Shorthair
2025-01-02,Nico,Cat,Domestic Shorthair
2025-01-02,Nigel,Cat,Domestic Shorthair
2025-01-02,Joey,Cat,Siamese
2025-01-02,Teddy,Cat,Domestic Shorthair
2025-01-02,Opal,Cat,American Shorthair
2025-01-02,Iggy,Cat,American Shorthair
2025-01-02,Simon,Cat,Maine Coon
2025-01-02,Belle,Cat,Domestic Longhair
2025-01-02,Beppo,Cat,Domestic Shorthair
2025-01-02,Orion,Cat,Domestic Shorthair
2025-01-02,Edgar,Cat,American Shorthair
2025-01-02,Bee,Cat,Domestic Shorthair
2025-01-02,Mallow,Cat,Domestic Shorthair
2025-01-02,Newt,Cat,Bengal
2025-01-02,Tornado,Cat,Domestic Longhair
2025-01-02,Emu,Cat,Siberian
2025-01-02,Zeus,Cat,Domestic Longhair
2025-01-02,Pandora,Cat,Domestic Shorthair
2025-01-02,Penelope,Cat,Domestic Medium Hair
2025-01-02,Lyra,Cat,American Shorthair
2025-01-03,Ziggy,Cat,Domestic Shorthair
2025-01-03,Joey,Cat,Domestic Shorthair
2025-01-03,Luna,Cat,Domestic Shorthair
2025-01-03,Lucky,Cat,Domestic Shorthair
2025-01-03,Onyx,Cat,American Shorthair
2025-01-03,Olive,Cat,American Shorthair
2025-01-03,Nefertiti,Cat,Domestic Shorthair
2025-01-03,Teyla,Cat,Bombay
2025-01-03,Minnie,Cat,Domestic Shorthair
2025-01-03,Kathy,Cat,Domestic Shorthair
2025-01-03,Gandalf,Cat,Domestic Shorthair
2025-01-03,Abigail,Cat,Domestic Medium Hair
2025-01-04,Twerp,Cat,American Shorthair
2025-01-04,Artemis,Cat,Domestic Shorthair
2025-01-04,Mandarian,Cat,Domestic Shorthair
2025-01-04,Yoshi Noodle,Cat,Domestic Shorthair
2025-01-04,Clark Kent,Cat,Domestic Shorthair
2025-01-04,Toby,Cat,Domestic Medium Hair
2025-01-04,Minerva (Mini),Cat,American Shorthair
2025-01-04,Angus,Cat,Domestic Medium Hair
2025-01-04,Midnight,Cat,Domestic Shorthair
2025-01-04,Dawn,Cat,Domestic Shorthair
2025-01-04,Calvin,Cat,American Shorthair
2025-01-05,Stevie,Cat,Domestic Shorthair
2025-01-05,Steve Purr,Cat,American Shorthair
2025-01-05,Isabelle,Cat,Domestic Shorthair
2025-01-05,Momo,Cat,American Shorthair
2025-01-05,Oreo Thins,Cat,Domestic Shorthair
2025-01-05,Midnight,Cat,Domestic Shorthair
2025-01-05,Pebbles,Cat,American Shorthair
2025-01-05,Nacho,Cat,American Shorthair
2025-01-05,Willy,Cat,Domestic Shorthair
2025-01-05,Dante,Cat,Domestic Medium Hair
2025-01-05,Mackerel,Cat,Domestic Shorthair
2025-01-05,Lucy,Cat,American Shorthair
2025-01-05,Linus,Cat,American Shorthair
2025-01-05,Ho'opili,Cat,Domestic Medium Hair
2025-01-05,Willow,Cat,Domestic Medium Hair
2025-01-05,Sasha,Cat,Domestic Shorthair
2025-01-06,Lucy,Cat,Domestic Longhair
2025-01-06,Suleimaan,Cat,American Shorthair
2025-01-06,Novi,Cat,Domestic Medium Hair
2025-01-06,Luna,Cat,Domestic Shorthair
2025-01-06,JC Penny Dreadful,Cat,Domestic Shorthair
2025-01-06,Harley,Cat,Domestic Medium Hair
2025-01-06,Rowan,Cat,Domestic Medium Hair
2025-01-06,Phantom,Cat,Domestic Medium Hair
2025-01-07,Blueberry Pie,Cat,Domestic Shorthair
2025-01-07,Chance,Cat,Domestic Longhair
2025-01-07,Charlie Tuna,Cat,American Shorthair
2025-01-07,Cinder,Cat,Domestic Medium Hair
2025-01-07,Kinako,Cat,Domestic Medium Hair
2025-01-07,Glo,Cat,Domestic Shorthair
2025-01-07,Frankie,Cat,Domestic Medium Hair
2025-01-07,Osiris,Cat,Domestic Shorthair
2025-01-07,Isis,Cat,Domestic Shorthair
2025-01-07,Frida,Cat,American Shorthair
2025-01-07,Freya,Cat,Domestic Shorthair
2025-01-07,Pyewacket,Cat,Domestic Shorthair
2025-01-07,Indigo,Cat,American Shorthair
2025-01-07,Moonlight,Cat,American Wirehair
2025-01-07,Cooper,Cat,Domestic Shorthair
2025-01-07,Etsy,Cat,Domestic Longhair
2025-01-07,Luigi,Cat,Domestic Shorthair
2025-01-07,Horus,Cat,Domestic Shorthair
2025-01-07,Seth,Cat,Domestic Shorthair
2025-01-08,Peet,Cat,Domestic Medium Hair
2025-01-08,Mango,Cat,Domestic Shorthair
2025-01-08,Bluey Marie Anderson,Cat,Mix
2025-01-08,Michi,Cat,American Shorthair
2025-01-08,Ripley,Cat,American Shorthair
2025-01-08,Taz,Cat,Domestic Shorthair
2025-01-08,Rue,Cat,Domestic Shorthair
2025-01-08,Rick O'Shea,Cat,Domestic Shorthair
2025-01-08,Scout,Cat,Russian Blue
2025-01-08,Jem,Cat,Russian Blue
2025-01-08,Kafuka,Cat,Domestic Shorthair
2025-01-08,Utena,Cat,Domestic Shorthair
2025-01-08,Meow,Cat,Domestic Shorthair
2015-11-12,Dixie,Dog,Terrier
2016-03-24,Chloe,Dog,"Chihuahua, Short Coat"
2019-08-13,Michonne,Dog,Papillon
2019-09-14,Kenai,Dog,Alaskan Husky
2020-07-19,Sophie,Dog,"Retriever, Golden"
2021-01-20,Juno,Dog,Terrier
2021-03-23,Leeloo,Dog,Maltese
2021-03-27,Harley,Dog,Terrier
2021-03-29,Enid,Dog,"Terrier, American Pit Bull"
2021-04-08,Michiko,Dog,Shiba Inu
2021-05-22,Kona,Dog,"Retriever, Labrador"
2021-05-26,Freya,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2021-05-28,Trixie (formerly Dori),Dog,"Dachshund, Standard Smooth Haired"
2021-05-28,Ilsa,Dog,"Retriever, Golden"
2021-07-19,Elle,Dog,"Retriever, Golden"
2021-07-22,Cinnamon,Dog,Rhodesian Ridgeback
2021-07-22,Kestrel,Dog,Siberian Husky
2021-08-01,Maddie,Dog,Border Collie
2021-08-19,Poppy,Dog,Shih Tzu
2021-08-20,Puppy,Dog,"Poodle, Toy"
2021-08-31,Maddy,Dog,Terrier
2021-09-10,Carly,Dog,Xoloitzcuintli
2021-09-25,Thelma,Dog,Terrier
2021-09-29,Sugar,Dog,Shiba Inu
2021-10-09,Morwenna,Dog,"Poodle, Standard"
2021-10-18,Cora,Dog,Pug
2021-10-30,Daisy Blue,Dog,"Bulldog, American"
2021-12-02,Keeper,Dog,Shepherd
2021-12-09,Luna,Dog,"Spaniel, English Springer"
2021-12-15,Juneau,Dog,Retriever
2021-12-30,Molly,Dog,Pekingese
2022-01-11,Lagertha,Dog,"Retriever, Golden"
2022-01-18,Essie,Dog,"Chihuahua, Short Coat"
2022-01-21,Winnie,Dog,Terrier
2022-01-25,Titus,Dog,"Terrier, American Staffordshire"
2022-01-29,Molly,Dog,"Terrier, Scottish"
2022-01-30,Darla,Dog,Maltese
2022-02-01,Hazel,Dog,"Chihuahua, Short Coat"
2022-02-02,Brinkley,Dog,Great Dane
2022-02-02,Lucy Purpura,Dog,"Pointer, German Shorthaired"
2022-02-04,Peaches,Dog,"Poodle, Standard"
2022-02-07,Daisy Wolk,Dog,"Bulldog, French"
2022-02-25,Heidi,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-03-12,Cosenza,Dog,Bernese Mountain Dog
2022-04-03,Violet,Dog,"Retriever, Golden"
2022-04-10,Momo,Dog,Australian Shepherd
2022-04-26,Pippi,Dog,Terrier
2022-04-29,Nyah B Jordan,Dog,German Shepherd
2022-04-30,Brooklyn,Dog,Belgian Malinois
2022-05-03,Rosie,Dog,Australian Shepherd
2022-05-04,Marnie,Dog,Shih Tzu
2022-05-10,Shelby,Dog,German Shepherd
2022-05-13,Lucy,Dog,"Retriever, Labrador"
2022-05-14,Pippy,Dog,"Retriever, Golden"
2022-05-14,"Rosemay ""Rosie""",Dog,"Retriever, Labrador"
2022-05-16,Margo,Dog,"Terrier, Tibetan"
2022-05-28,Sukey,Dog,"Terrier, Cairn"
2022-05-29,Eliza Jane,Dog,Australian Cattle Dog
2022-06-07,Pepper,Dog,"Dachshund, Standard Smooth Haired"
2022-06-13,Snow Lucky,Dog,Maltese
2022-06-20,Juno,Dog,Alaskan Malamute
2022-06-27,Pepper,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-07-02,Juliette,Dog,"Terrier, Pit Bull"
2022-07-04,Storm,Dog,"Terrier, American Staffordshire"
2022-07-07,Yaya,Dog,Doberman Pinscher
2022-07-08,Miss Audrey Horne Dog,Dog,"Cur, Black-Mouth"
2022-07-10,Lisa,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-07-26,Leilani,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-07-26,Penny,Dog,"Retriever, Labrador"
2022-07-29,Titi,Dog,"Poodle, Miniature"
2022-08-01,Lucy,Dog,Boxer
2022-08-02,Fiona,Dog,Maltese
2022-08-09,Phoebe,Dog,Hound
2022-08-12,Angel,Dog,Maltese
2022-08-15,Lola,Dog,Havanese
2022-08-17,Nita,Dog,"Poodle, Standard"
2022-08-19,Emmy,Dog,Miniature Pinscher
2022-08-22,Sarah Connor,Dog,Terrier
2022-08-23,Zia,Dog,Korean Jindo
2022-09-27,Pumpkin,Dog,Bulldog
2022-09-27,Saylor,Dog,"Poodle, Miniature"
2022-10-05,Milli,Dog,"Collie, Smooth"
2022-10-06,Suki,Dog,Hound
2022-10-09,Royell,Dog,Boxer
2022-10-11,Pepper,Dog,"Terrier, Fox, Wire"
2022-10-19,Juno,Dog,Siberian Husky
2022-10-24,Betty,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-10-25,Sable,Dog,Beagle
2022-10-28,Nawnee,Dog,Boxer
2022-10-31,Cappuccino,Dog,Terrier
2022-11-06,Lily,Dog,Great Pyrenees
2022-11-14,Darcy,Dog,German Shepherd
2022-11-22,Lola,Dog,"Terrier, American Staffordshire"
2022-11-26,Arya,Dog,"Terrier, Pit Bull"
2022-12-01,Mora,Dog,Havanese
2022-12-05,Haiku,Dog,Shiba Inu
2022-12-07,Porter,Dog,Australian Shepherd
2022-12-08,Harper,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-12-22,Pearl,Dog,"Chihuahua, Short Coat"
2022-12-22,Ginger,Dog,"Cur, Black-Mouth"
2022-12-23,Cali,Dog,Boxer
2022-12-28,Camden,Dog,"Retriever, Labrador"
2022-12-29,Maya,Dog,Border Collie
2023-01-01,Luna Celeste,Dog,Spaniel
2023-01-01,Sasha Rose,Dog,Siberian Husky
2023-01-02,Lena,Dog,"Spaniel, English Springer"
2023-01-02,Kozy,Dog,"Terrier, Jack Russell"
2023-01-02,Buttercup,Dog,"Retriever, Labrador"
2023-01-02,Bella,Dog,"Chihuahua, Short Coat"
2023-01-02,Luna,Dog,Terrier
2023-01-03,Flora,Dog,"Spaniel, Cavalier King Charles"
2023-01-03,Pepita,Dog,"Chihuahua, Short Coat"
2023-01-03,Lark,Dog,Bernese Mountain Dog
2023-01-03,Ruby,Dog,Havanese
2023-01-03,Sadie,Dog,"Welsh Corgi, Pembroke"
2023-01-03,Brownie,Dog,Mix
2023-01-03,Cleo,Dog,"Retriever, Golden"
2023-01-04,Mercy,Dog,"Retriever, Golden"
2023-01-04,Pica,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2023-01-04,Marigold,Dog,"Terrier, American Pit Bull"
2023-01-04,Stella,Dog,"Dachshund, Miniature Smooth Haired"
2023-01-04,Izzy,Dog,"Retriever, Golden"
2023-01-05,Tomo,Dog,Doberman Pinscher
2023-01-05,Saffron,Dog,"Retriever, Golden"
2023-01-06,Penny,Dog,"Retriever, Labrador"
2023-01-06,Penelope,Dog,Shih Tzu
2023-01-06,Timber,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-01-06,Ziggy,Dog,"Terrier, Soft Coated Wheaten"
2023-01-06,Taz,Dog,"Chihuahua, Short Coat"
2023-01-06,Lemon,Dog,Terrier
2023-01-06,Gertie,Dog,"Retriever, Golden"
2023-01-07,KIKI,Dog,Terrier
2023-01-07,River,Dog,American Blue Heeler
2023-01-08,Lucy,Dog,"Schnauzer, Miniature"
2023-01-08,Pumpkin,Dog,"Retriever, Nova Scotia Duck Tolling"
2023-01-09,Ollie,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2023-01-09,Aceituna,Dog,"Terrier, Staffordshire Bull"
2023-01-09,ISLA,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-09,Zabaglione,Dog,"Retriever, Golden"
2023-01-09,Milo,Dog,Shih Tzu
2023-01-09,Shortbread,Dog,"Chihuahua, Short Coat"
2023-01-09,Luna,Dog,Australian Cattle Dog
2023-01-10,FOXY,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-10,Foxy,Dog,"Welsh Corgi, Cardigan"
2023-01-10,Reyna,Dog,"Poodle, Standard"
2023-01-10,Bae,Dog,Miniature Pinscher
2023-01-11,Tosh,Dog,Portuguese Water Dog
2023-01-11,Calypso,Dog,"Terrier, Rat"
2023-01-11,Blueberry,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-11,Sox,Dog,"Terrier, Boston"
2023-01-11,Dizzy,Dog,"Chihuahua, Short Coat"
2023-01-11,Olive,Dog,"Terrier, Boston"
2023-01-11,Tilly,Dog,"Retriever, Labrador"
2023-01-11,Yzzy,Dog,"Retriever, Labrador"
2023-01-11,Lexie,Dog,"Retriever, Golden"
2023-01-11,Juno,Dog,Siberian Husky
2023-01-11,Fern,Dog,"Retriever, Labrador"
2023-01-11,Willow,Dog,Retriever
2023-01-11,Bailey,Dog,"Terrier, Boston"
2023-01-11,Mina,Dog,Miniature Pinscher
2023-01-11,Evie,Dog,"Retriever, Golden"
2023-01-11,Jade,Dog,"Vizsla, Smooth Haired"
2023-01-11,Tika,Dog,Belgian Sheepdog
2023-01-11,Minerva,Dog,"Welsh Corgi, Cardigan"
2023-01-11,Zucca,Dog,Beagle
2023-01-11,Mitzi,Dog,"Schnauzer, Miniature"
2023-01-11,Luna,Dog,"Terrier, American Pit Bull"
2023-01-11,Lucy,Dog,"Spaniel, American Cocker"
